,B,Epithelial,Macrophages,Mast,NK,Neutrophil,Plasma,T,mDC
IPMK,0.0,0.2,0.09322033898305085,0.0,0.0125,0.02,0.0,0.025078369905956112,0.2857142857142857
DAP3,0.14285714285714285,0.5675675675675675,0.2975517890772128,0.0,0.2,0.06,0.0,0.2084639498432602,0.35714285714285715
AC004241.1,0.0,0.04864864864864865,0.018832391713747645,0.0,0.0125,0.02,0.0,0.017241379310344827,0.0
NEK5,0.0,0.14054054054054055,0.0009416195856873823,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
ARHGAP15,0.35714285714285715,0.016216216216216217,0.05649717514124294,0.0,0.2625,0.02,0.0,0.39184952978056425,0.21428571428571427
SRM,0.32142857142857145,0.3027027027027027,0.21563088512241055,0.125,0.1375,0.0,0.0,0.2413793103448276,0.07142857142857142
TUFT1,0.0,0.4648648648648649,0.05743879472693032,0.0,0.0,0.04,0.0,0.007836990595611285,0.0
CBR4,0.07142857142857142,0.16756756756756758,0.026365348399246705,0.0,0.0375,0.0,0.0,0.0219435736677116,0.0
TMEM150B,0.0,0.0,0.1638418079096045,0.0,0.0,0.04,0.0,0.0,0.07142857142857142
PTDSS1,0.21428571428571427,0.17297297297297298,0.128060263653484,0.125,0.2625,0.04,0.25,0.2852664576802508,0.2857142857142857
EGLN1,0.14285714285714285,0.22702702702702704,0.0423728813559322,0.125,0.075,0.02,0.0,0.07523510971786834,0.07142857142857142
LARS,0.21428571428571427,0.3891891891891892,0.12900188323917136,0.125,0.1875,0.04,0.0,0.14733542319749215,0.2857142857142857
PTPN3,0.0,0.5405405405405406,0.0009416195856873823,0.0,0.0,0.0,0.0,0.0,0.0
CDC14B,0.0,0.15135135135135136,0.0009416195856873823,0.0,0.0,0.0,0.0,0.007836990595611285,0.07142857142857142
DHFR2,0.0,0.06486486486486487,0.015065913370998116,0.0,0.0125,0.0,0.0,0.007836990595611285,0.0
PUM2,0.14285714285714285,0.5027027027027027,0.15254237288135594,0.125,0.2,0.12,0.0,0.14890282131661442,0.21428571428571427
INSIG2,0.07142857142857142,0.31351351351351353,0.06497175141242938,0.0,0.075,0.0,0.0,0.03761755485893417,0.07142857142857142
LINC01023,0.0,0.03783783783783784,0.017890772128060263,0.0,0.0125,0.0,0.0,0.001567398119122257,0.0
CFLAR,0.5714285714285714,0.8594594594594595,0.603578154425612,0.375,0.6375,0.52,0.5,0.5705329153605015,0.7142857142857143
CPEB2,0.07142857142857142,0.22162162162162163,0.13559322033898305,0.0,0.0375,0.08,0.0,0.03761755485893417,0.35714285714285715
CCNB2,0.0,0.016216216216216217,0.002824858757062147,0.0,0.0125,0.0,0.0,0.014106583072100314,0.0
VARS,0.07142857142857142,0.14594594594594595,0.031073446327683617,0.0,0.05,0.0,0.25,0.023510971786833857,0.07142857142857142
TMEM71,0.0,0.0918918918918919,0.010357815442561206,0.0,0.0625,0.04,0.0,0.05799373040752351,0.0
GPATCH11,0.07142857142857142,0.07567567567567568,0.02824858757062147,0.0,0.0,0.04,0.0,0.017241379310344827,0.07142857142857142
KIF13A,0.03571428571428571,0.24864864864864866,0.08662900188323917,0.0,0.0,0.02,0.0,0.0,0.0
SLC48A1,0.0,0.08648648648648649,0.062146892655367235,0.0,0.0,0.0,0.0,0.014106583072100314,0.07142857142857142
SEC62,0.5,0.8810810810810811,0.6789077212806026,0.875,0.4375,0.46,0.25,0.3871473354231975,0.5
LMNA,0.03571428571428571,0.8702702702702703,0.6148775894538606,0.625,0.0875,0.28,0.0,0.08150470219435736,0.2857142857142857
ESCO1,0.14285714285714285,0.32972972972972975,0.09416195856873823,0.25,0.1,0.04,0.0,0.0877742946708464,0.07142857142857142
KRBOX4,0.07142857142857142,0.10810810810810811,0.030131826741996232,0.0,0.0625,0.0,0.0,0.0768025078369906,0.07142857142857142
COQ9,0.07142857142857142,0.4702702702702703,0.0696798493408663,0.0,0.0375,0.0,0.0,0.06426332288401254,0.0
COX4I1,1.0,0.9837837837837838,0.8832391713747646,0.875,0.75,0.58,0.5,0.7758620689655172,1.0
ZNF518A,0.03571428571428571,0.22162162162162163,0.10546139359698682,0.125,0.0125,0.0,0.0,0.04075235109717868,0.0
DMAP1,0.10714285714285714,0.2864864864864865,0.096045197740113,0.0,0.0875,0.04,0.25,0.10344827586206896,0.14285714285714285
RALGPS2,0.2857142857142857,0.4702702702702703,0.007532956685499058,0.0,0.05,0.0,0.0,0.006269592476489028,0.0
SLC23A2,0.07142857142857142,0.15135135135135136,0.11958568738229755,0.125,0.025,0.06,0.0,0.02664576802507837,0.14285714285714285
IL15RA,0.17857142857142858,0.14594594594594595,0.2391713747645951,0.125,0.0625,0.04,0.0,0.08620689655172414,0.2857142857142857
IRF8,0.6785714285714286,0.032432432432432434,0.3879472693032015,0.0,0.0,0.14,0.5,0.0109717868338558,0.35714285714285715
LSM14A,0.39285714285714285,0.5945945945945946,0.2721280602636535,0.25,0.15,0.16,0.0,0.26802507836990597,0.21428571428571427
AGAP6,0.03571428571428571,0.15135135135135136,0.02824858757062147,0.0,0.0125,0.0,0.0,0.03605015673981191,0.0
PELI1,0.17857142857142858,0.5027027027027027,0.13088512241054615,0.25,0.075,0.12,0.0,0.09247648902821316,0.35714285714285715
NUDT9,0.14285714285714285,0.41081081081081083,0.14595103578154425,0.0,0.025,0.02,0.0,0.04075235109717868,0.07142857142857142
AC132192.2,0.0,0.043243243243243246,0.025423728813559324,0.0,0.0125,0.0,0.0,0.006269592476489028,0.07142857142857142
SREBF1,0.0,0.44324324324324327,0.1393596986817326,0.0,0.0125,0.04,0.0,0.01567398119122257,0.21428571428571427
HDAC10,0.14285714285714285,0.1891891891891892,0.07721280602636535,0.0,0.1125,0.0,0.0,0.08150470219435736,0.0
HIPK1-AS1,0.03571428571428571,0.016216216216216217,0.0160075329566855,0.0,0.0,0.02,0.0,0.009404388714733543,0.0
CTSW,0.03571428571428571,0.032432432432432434,0.010357815442561206,0.0,0.5625,0.0,0.0,0.25705329153605017,0.07142857142857142
DNAAF5,0.03571428571428571,0.16216216216216217,0.018832391713747645,0.0,0.0125,0.0,0.0,0.017241379310344827,0.0
ZNF587,0.0,0.17297297297297298,0.03483992467043315,0.0,0.0,0.02,0.0,0.023510971786833857,0.0
TCEANC,0.0,0.043243243243243246,0.009416195856873822,0.0,0.0125,0.0,0.0,0.025078369905956112,0.0
ZNF618,0.0,0.0918918918918919,0.0160075329566855,0.0,0.0125,0.0,0.0,0.004702194357366771,0.07142857142857142
KIAA0556,0.0,0.1891891891891892,0.027306967984934087,0.0,0.025,0.02,0.0,0.007836990595611285,0.0
DUT,0.39285714285714285,0.5297297297297298,0.0903954802259887,0.125,0.2125,0.04,0.25,0.3181818181818182,0.21428571428571427
ASB1,0.07142857142857142,0.2918918918918919,0.11581920903954802,0.125,0.0875,0.0,0.0,0.07523510971786834,0.0
ATP5MPL,0.6071428571428571,0.8486486486486486,0.655367231638418,0.375,0.5125,0.38,0.0,0.4200626959247649,0.6428571428571429
WDR6,0.21428571428571427,0.4486486486486487,0.06685499058380415,0.0,0.1125,0.02,0.25,0.14106583072100312,0.07142857142857142
NR6A1,0.03571428571428571,0.10810810810810811,0.007532956685499058,0.0,0.0,0.0,0.0,0.0,0.0
MXD3,0.0,0.05945945945945946,0.011299435028248588,0.0,0.0125,0.0,0.0,0.0109717868338558,0.0
BIRC2,0.10714285714285714,0.5351351351351351,0.2730696798493409,0.25,0.125,0.16,0.25,0.18808777429467086,0.14285714285714285
RCOR1,0.03571428571428571,0.33513513513513515,0.08286252354048965,0.0,0.025,0.02,0.0,0.029780564263322883,0.0
GALNT10,0.03571428571428571,0.043243243243243246,0.038606403013182675,0.125,0.075,0.0,0.25,0.061128526645768025,0.07142857142857142
DSE,0.03571428571428571,0.2648648648648649,0.3644067796610169,0.0,0.0125,0.14,0.0,0.03761755485893417,0.21428571428571427
CCDC28A,0.32142857142857145,0.32432432432432434,0.08851224105461393,0.0,0.15,0.04,0.25,0.1206896551724138,0.14285714285714285
IRF3,0.17857142857142858,0.4540540540540541,0.11958568738229755,0.125,0.225,0.08,0.0,0.28213166144200624,0.2857142857142857
BRD3OS,0.0,0.11351351351351352,0.0018832391713747645,0.125,0.0,0.0,0.0,0.025078369905956112,0.0
OARD1,0.07142857142857142,0.35135135135135137,0.08286252354048965,0.125,0.075,0.0,0.0,0.12225705329153605,0.07142857142857142
ELAC1,0.03571428571428571,0.15675675675675677,0.026365348399246705,0.0,0.025,0.0,0.0,0.025078369905956112,0.0
EIF4G2,0.6785714285714286,0.9135135135135135,0.6073446327683616,0.625,0.4,0.42,0.0,0.47962382445141066,0.5
FAM126A,0.07142857142857142,0.05405405405405406,0.08286252354048965,0.125,0.05,0.04,0.25,0.061128526645768025,0.07142857142857142
ENTPD3-AS1,0.0,0.17297297297297298,0.03389830508474576,0.0,0.0125,0.02,0.0,0.025078369905956112,0.07142857142857142
GNPTG,0.25,0.4594594594594595,0.4180790960451977,0.5,0.1625,0.14,0.0,0.17711598746081506,0.14285714285714285
UBE2N,0.4642857142857143,0.5783783783783784,0.3662900188323917,0.25,0.2125,0.06,0.75,0.2852664576802508,0.14285714285714285
KLRG1,0.0,0.0,0.0,0.0,0.1875,0.02,0.0,0.06426332288401254,0.0
PIK3R1,0.0,0.13513513513513514,0.2024482109227872,0.125,0.3375,0.08,0.0,0.25391849529780564,0.21428571428571427
PHLPP2,0.0,0.08108108108108109,0.002824858757062147,0.0,0.025,0.0,0.0,0.018808777429467086,0.0
FAM199X,0.14285714285714285,0.23783783783783785,0.059322033898305086,0.0,0.0625,0.0,0.0,0.047021943573667714,0.07142857142857142
UBR5,0.25,0.3837837837837838,0.11487758945386065,0.125,0.075,0.02,0.0,0.12852664576802508,0.14285714285714285
FERMT3,0.35714285714285715,0.03783783783783784,0.6807909604519774,0.125,0.2,0.38,0.5,0.22884012539184953,0.21428571428571427
PLD6,0.0,0.032432432432432434,0.0160075329566855,0.0,0.0125,0.04,0.0,0.017241379310344827,0.07142857142857142
SURF1,0.07142857142857142,0.44324324324324327,0.2137476459510358,0.125,0.1,0.08,0.0,0.13793103448275862,0.07142857142857142
AC087741.1,0.0,0.05405405405405406,0.06120527306967985,0.0,0.025,0.08,0.0,0.017241379310344827,0.0
SPATA18,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
CDK11A,0.17857142857142858,0.23243243243243245,0.18926553672316385,0.0,0.0875,0.08,0.5,0.16614420062695925,0.07142857142857142
SPAG7,0.32142857142857145,0.6108108108108108,0.3446327683615819,0.25,0.125,0.2,0.0,0.1614420062695925,0.5
CHSY1,0.03571428571428571,0.0972972972972973,0.1374764595103578,0.125,0.025,0.06,0.0,0.023510971786833857,0.07142857142857142
FAM49A,0.10714285714285714,0.032432432432432434,0.2740112994350282,0.0,0.0875,0.14,0.0,0.009404388714733543,0.5
ICK,0.03571428571428571,0.2864864864864865,0.014124293785310734,0.0,0.0375,0.02,0.0,0.0219435736677116,0.0
TAF15,0.14285714285714285,0.5405405405405406,0.1431261770244821,0.125,0.2375,0.02,0.0,0.25705329153605017,0.21428571428571427
PTRHD1,0.35714285714285715,0.4540540540540541,0.11016949152542373,0.0,0.0875,0.02,0.0,0.0877742946708464,0.5
USP6NL,0.07142857142857142,0.31351351351351353,0.06120527306967985,0.0,0.0,0.0,0.0,0.001567398119122257,0.21428571428571427
CDC34,0.03571428571428571,0.34594594594594597,0.128060263653484,0.0,0.0,0.06,0.0,0.029780564263322883,0.07142857142857142
TRIM28,0.14285714285714285,0.5891891891891892,0.2532956685499058,0.25,0.1,0.06,0.0,0.1536050156739812,0.21428571428571427
ZNF836,0.03571428571428571,0.11351351351351352,0.017890772128060263,0.0,0.0625,0.0,0.0,0.05956112852664577,0.07142857142857142
TNRC6C,0.03571428571428571,0.12972972972972974,0.023540489642184557,0.0,0.05,0.0,0.0,0.061128526645768025,0.0
VPS33A,0.10714285714285714,0.10810810810810811,0.0856873822975518,0.125,0.0125,0.04,0.0,0.047021943573667714,0.0
CREB3,0.10714285714285714,0.41081081081081083,0.2080979284369115,0.125,0.05,0.04,0.0,0.08620689655172414,0.21428571428571427
GNG12,0.0,0.5243243243243243,0.007532956685499058,0.0,0.0125,0.0,0.0,0.001567398119122257,0.0
PPIF,0.14285714285714285,0.43783783783783786,0.3483992467043315,0.0,0.0,0.2,0.0,0.06739811912225706,0.2857142857142857
MYH9,0.5,0.7135135135135136,0.2730696798493409,0.375,0.5125,0.16,0.25,0.5721003134796239,0.5
CTTN,0.0,0.8,0.02071563088512241,0.0,0.0,0.0,0.0,0.001567398119122257,0.0
MARCO,0.0,0.016216216216216217,0.3502824858757062,0.0,0.0,0.12,0.0,0.0,0.07142857142857142
SLC25A36,0.17857142857142858,0.3567567567567568,0.08945386064030132,0.0,0.1375,0.02,0.0,0.08934169278996865,0.07142857142857142
RIC8A,0.14285714285714285,0.4540540540540541,0.18926553672316385,0.0,0.2125,0.12,0.0,0.14106583072100312,0.0
AGAP4,0.07142857142857142,0.08108108108108109,0.011299435028248588,0.0,0.0,0.02,0.0,0.018808777429467086,0.0
CREBL2,0.07142857142857142,0.23243243243243245,0.0951035781544256,0.0,0.0375,0.0,0.25,0.10815047021943573,0.07142857142857142
NEK9,0.07142857142857142,0.2756756756756757,0.07627118644067797,0.0,0.0625,0.06,0.0,0.07523510971786834,0.0
ARHGDIB,0.8928571428571429,0.31351351351351353,0.5696798493408662,0.75,0.825,0.32,0.75,0.8793103448275862,0.2857142857142857
PAG1,0.14285714285714285,0.05405405405405406,0.23540489642184556,0.5,0.2125,0.24,0.0,0.3761755485893417,0.2857142857142857
AC096667.1,0.0,0.0,0.04519774011299435,0.0,0.0,0.02,0.0,0.0,0.0
RFK,0.10714285714285714,0.34054054054054056,0.12994350282485875,0.0,0.0625,0.02,0.0,0.07993730407523511,0.2857142857142857
IFITM10,0.0,0.07027027027027027,0.16290018832391714,0.0,0.0,0.1,0.0,0.003134796238244514,0.07142857142857142
RPGR,0.0,0.12432432432432433,0.032015065913371,0.0,0.0375,0.02,0.0,0.02821316614420063,0.07142857142857142
KAT2A,0.2857142857142857,0.08648648648648649,0.03672316384180791,0.0,0.075,0.02,0.25,0.06426332288401254,0.07142857142857142
HIBCH,0.07142857142857142,0.15675675675675677,0.032015065913371,0.0,0.0625,0.0,0.0,0.04075235109717868,0.0
TBPL1,0.10714285714285714,0.35135135135135137,0.09322033898305085,0.25,0.0875,0.02,0.0,0.10658307210031348,0.14285714285714285
FLNB,0.0,0.6864864864864865,0.2787193973634652,0.0,0.0375,0.18,0.0,0.034482758620689655,0.0
MSANTD2,0.0,0.06486486486486487,0.01224105461393597,0.0,0.0125,0.0,0.0,0.018808777429467086,0.0
TRPM4,0.0,0.3567567567567568,0.0480225988700565,0.0,0.0,0.02,0.0,0.0,0.07142857142857142
CCDC58,0.03571428571428571,0.22702702702702704,0.05743879472693032,0.0,0.0,0.02,0.0,0.05172413793103448,0.0
GPR107,0.07142857142857142,0.34594594594594597,0.10357815442561205,0.0,0.0125,0.08,0.0,0.045454545454545456,0.21428571428571427
DUBR,0.0,0.032432432432432434,0.002824858757062147,0.0,0.0,0.0,0.0,0.003134796238244514,0.0
UBAC2-AS1,0.03571428571428571,0.021621621621621623,0.017890772128060263,0.0,0.0,0.0,0.0,0.004702194357366771,0.0
PXDC1,0.0,0.44324324324324327,0.0743879472693032,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
SAMD3,0.0,0.02702702702702703,0.003766478342749529,0.0,0.4,0.0,0.0,0.21473354231974923,0.0
DLGAP1-AS1,0.0,0.15675675675675677,0.060263653483992465,0.125,0.0125,0.02,0.0,0.05329153605015674,0.0
SNX15,0.0,0.021621621621621623,0.004708097928436911,0.0,0.0,0.0,0.0,0.006269592476489028,0.0
INTS8,0.10714285714285714,0.21081081081081082,0.047080979284369114,0.125,0.1,0.02,0.0,0.09561128526645768,0.21428571428571427
ST6GALNAC3,0.0,0.0,0.02448210922787194,0.0,0.0,0.04,0.0,0.0,0.0
R3HDM2,0.0,0.17297297297297298,0.04143126177024482,0.0,0.125,0.02,0.0,0.048589341692789965,0.0
TMEM179B,0.32142857142857145,0.7513513513513513,0.4990583804143126,0.125,0.1875,0.16,0.0,0.28996865203761757,0.35714285714285715
SLC27A5,0.17857142857142858,0.08648648648648649,0.006591337099811676,0.0,0.0375,0.0,0.0,0.025078369905956112,0.0
CD40,0.5,0.22702702702702704,0.1440677966101695,0.0,0.0125,0.02,0.0,0.001567398119122257,0.35714285714285715
UIMC1,0.21428571428571427,0.2810810810810811,0.10828625235404897,0.125,0.1625,0.06,0.0,0.13322884012539185,0.21428571428571427
HELQ,0.0,0.15135135135135136,0.07627118644067797,0.0,0.05,0.0,0.25,0.054858934169279,0.0
CENPU,0.0,0.06486486486486487,0.035781544256120526,0.125,0.0,0.0,0.0,0.0219435736677116,0.0
DNLZ,0.14285714285714285,0.10270270270270271,0.023540489642184557,0.0,0.0,0.0,0.0,0.02821316614420063,0.07142857142857142
GGCT,0.14285714285714285,0.4,0.1016949152542373,0.125,0.0625,0.0,0.0,0.11442006269592477,0.21428571428571427
ZNF585A,0.0,0.1837837837837838,0.08757062146892655,0.25,0.0375,0.06,0.0,0.05799373040752351,0.0
RAB11B,0.2857142857142857,0.7027027027027027,0.3182674199623352,0.375,0.375,0.1,0.25,0.22727272727272727,0.35714285714285715
TOMM40,0.14285714285714285,0.24324324324324326,0.14218455743879474,0.0,0.075,0.0,0.25,0.06269592476489028,0.07142857142857142
AL118558.3,0.0,0.02702702702702703,0.03672316384180791,0.125,0.0,0.02,0.0,0.006269592476489028,0.0
ERICH1,0.32142857142857145,0.3675675675675676,0.21563088512241055,0.25,0.2375,0.06,0.0,0.2335423197492163,0.2857142857142857
ZFX,0.17857142857142858,0.2648648648648649,0.09698681732580038,0.25,0.1375,0.04,0.25,0.109717868338558,0.14285714285714285
MCM6,0.07142857142857142,0.021621621621621623,0.013182674199623353,0.0,0.05,0.0,0.0,0.07523510971786834,0.0
C16ORF87,0.25,0.22702702702702704,0.10828625235404897,0.25,0.05,0.06,0.0,0.09561128526645768,0.14285714285714285
SUB1,0.9285714285714286,0.8756756756756757,0.8681732580037664,0.75,0.625,0.48,0.75,0.8025078369905956,0.8571428571428571
AL450998.2,0.03571428571428571,0.12972972972972974,0.06779661016949153,0.25,0.025,0.0,0.0,0.04075235109717868,0.0
HAPLN3,0.10714285714285714,0.0918918918918919,0.026365348399246705,0.0,0.0875,0.0,0.0,0.10501567398119123,0.2857142857142857
RAB8B,0.35714285714285715,0.22702702702702704,0.544256120527307,0.125,0.1125,0.34,0.0,0.13636363636363635,0.5
WASHC2C,0.21428571428571427,0.2972972972972973,0.2815442561205273,0.0,0.0375,0.16,0.0,0.0768025078369906,0.21428571428571427
MNAT1,0.07142857142857142,0.4702702702702703,0.047080979284369114,0.0,0.075,0.0,0.0,0.05642633228840126,0.0
GALNT2,0.17857142857142858,0.3837837837837838,0.16760828625235405,0.25,0.0625,0.04,0.0,0.07053291536050156,0.21428571428571427
ACADS,0.03571428571428571,0.1945945945945946,0.1553672316384181,0.0,0.0125,0.0,0.0,0.0438871473354232,0.0
BBOF1,0.0,0.21081081081081082,0.0018832391713747645,0.0,0.0,0.0,0.0,0.004702194357366771,0.0
CCNH,0.17857142857142858,0.2648648648648649,0.1751412429378531,0.125,0.25,0.06,0.0,0.1974921630094044,0.07142857142857142
ADORA2B,0.0,0.2918918918918919,0.046139359698681735,0.25,0.0,0.0,0.0,0.0,0.0
ITGAE,0.32142857142857145,0.1837837837837838,0.11581920903954802,0.375,0.25,0.04,0.0,0.22100313479623823,0.14285714285714285
FLII,0.25,0.7621621621621621,0.3832391713747646,0.25,0.125,0.14,0.25,0.14106583072100312,0.35714285714285715
SPIRE1,0.0,0.14054054054054055,0.08286252354048965,0.0,0.0,0.02,0.0,0.001567398119122257,0.0
UBXN10,0.0,0.15675675675675677,0.0009416195856873823,0.0,0.0125,0.0,0.0,0.001567398119122257,0.0
SLC50A1,0.25,0.5405405405405406,0.23258003766478344,0.0,0.1625,0.04,0.0,0.19435736677115986,0.21428571428571427
ACOX3,0.07142857142857142,0.1837837837837838,0.025423728813559324,0.0,0.05,0.0,0.0,0.02037617554858934,0.0
EVI2B,0.21428571428571427,0.032432432432432434,0.3258003766478343,0.125,0.125,0.22,0.0,0.19592476489028213,0.21428571428571427
PDK3,0.07142857142857142,0.07567567567567568,0.03672316384180791,0.0,0.0875,0.0,0.0,0.05329153605015674,0.07142857142857142
ARL6IP6,0.03571428571428571,0.2702702702702703,0.1760828625235405,0.25,0.125,0.2,0.0,0.25391849529780564,0.2857142857142857
RPS25,1.0,0.9621621621621622,0.8907721280602636,0.875,1.0,0.46,1.0,0.9890282131661442,1.0
RAB37,0.03571428571428571,0.13513513513513514,0.003766478342749529,0.0,0.0375,0.0,0.0,0.01567398119122257,0.0
KMT2D,0.10714285714285714,0.2864864864864865,0.0951035781544256,0.125,0.0625,0.02,0.0,0.0768025078369906,0.14285714285714285
MRPL38,0.17857142857142858,0.2918918918918919,0.0847457627118644,0.125,0.1,0.04,0.25,0.12225705329153605,0.0
PSMA1,0.39285714285714285,0.6810810810810811,0.4538606403013183,0.0,0.25,0.14,0.0,0.2884012539184953,0.42857142857142855
ATP13A1,0.2857142857142857,0.3081081081081081,0.2504708097928437,0.125,0.125,0.06,0.0,0.164576802507837,0.21428571428571427
POLR2I,0.21428571428571427,0.6756756756756757,0.2231638418079096,0.25,0.175,0.06,0.25,0.16300940438871472,0.21428571428571427
OGFRL1,0.03571428571428571,0.1783783783783784,0.268361581920904,0.0,0.05,0.22,0.0,0.03134796238244514,0.2857142857142857
TOE1,0.0,0.05945945945945946,0.02448210922787194,0.0,0.05,0.02,0.0,0.02037617554858934,0.07142857142857142
HCG27,0.0,0.02702702702702703,0.0,0.0,0.0125,0.02,0.0,0.007836990595611285,0.0
DTL,0.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.0109717868338558,0.0
TAB3,0.0,0.24864864864864866,0.054613935969868174,0.125,0.0375,0.02,0.0,0.04075235109717868,0.07142857142857142
RINT1,0.07142857142857142,0.10810810810810811,0.03672316384180791,0.0,0.0875,0.02,0.25,0.05956112852664577,0.07142857142857142
NLRP2,0.03571428571428571,0.17297297297297298,0.011299435028248588,0.0,0.0375,0.0,0.0,0.02664576802507837,0.0
DPH6,0.07142857142857142,0.0918918918918919,0.021657250470809793,0.125,0.0,0.0,0.0,0.014106583072100314,0.0
WIPF2,0.07142857142857142,0.4594594594594595,0.14124293785310735,0.125,0.0375,0.08,0.0,0.06896551724137931,0.2857142857142857
KPNA4,0.07142857142857142,0.5675675675675675,0.2580037664783427,0.5,0.075,0.14,0.0,0.10501567398119123,0.35714285714285715
KLHL21,0.0,0.2864864864864865,0.026365348399246705,0.125,0.05,0.0,0.0,0.02821316614420063,0.07142857142857142
NAP1L4,0.21428571428571427,0.6108108108108108,0.18267419962335216,0.0,0.475,0.1,0.25,0.4717868338557994,0.2857142857142857
NUDT15,0.03571428571428571,0.2702702702702703,0.047080979284369114,0.0,0.025,0.04,0.0,0.029780564263322883,0.07142857142857142
REL,0.4642857142857143,0.2810810810810811,0.24858757062146894,0.5,0.1,0.08,0.0,0.0877742946708464,0.5714285714285714
C22ORF34,0.0,0.0,0.0160075329566855,0.125,0.0,0.0,0.0,0.014106583072100314,0.0
AC242426.2,0.0,0.0972972972972973,0.0160075329566855,0.125,0.0,0.0,0.0,0.017241379310344827,0.0
PIP5K1B,0.0,0.15135135135135136,0.004708097928436911,0.0,0.0125,0.0,0.0,0.0,0.0
MASTL,0.0,0.14054054054054055,0.096045197740113,0.125,0.025,0.02,0.0,0.047021943573667714,0.07142857142857142
HIST1H4H,0.0,0.3081081081081081,0.03389830508474576,0.0,0.0375,0.16,0.0,0.017241379310344827,0.07142857142857142
PRKRA,0.2857142857142857,0.2864864864864865,0.08286252354048965,0.125,0.1,0.0,0.0,0.14733542319749215,0.14285714285714285
KANSL1-AS1,0.07142857142857142,0.07567567567567568,0.027306967984934087,0.0,0.025,0.0,0.0,0.048589341692789965,0.0
TXNDC5,0.0,0.05945945945945946,0.01224105461393597,0.0,0.0,0.0,0.25,0.009404388714733543,0.0
SSR3,0.6071428571428571,0.7567567567567568,0.7203389830508474,0.75,0.4375,0.3,0.5,0.46394984326018807,0.5714285714285714
ALDOC,0.03571428571428571,0.03783783783783784,0.010357815442561206,0.0,0.0,0.02,0.0,0.017241379310344827,0.0
POLR1A,0.10714285714285714,0.0918918918918919,0.018832391713747645,0.0,0.0125,0.0,0.0,0.0219435736677116,0.0
TNFAIP8L1,0.10714285714285714,0.1891891891891892,0.013182674199623353,0.0,0.0,0.0,0.0,0.05799373040752351,0.07142857142857142
FOXJ2,0.03571428571428571,0.12972972972972974,0.03389830508474576,0.0,0.05,0.02,0.0,0.0438871473354232,0.07142857142857142
ACOT2,0.03571428571428571,0.1837837837837838,0.0903954802259887,0.0,0.025,0.02,0.0,0.029780564263322883,0.14285714285714285
RHOF,0.39285714285714285,0.3621621621621622,0.02919020715630885,0.125,0.225,0.02,0.0,0.2727272727272727,0.35714285714285715
HYI,0.0,0.2648648648648649,0.0480225988700565,0.0,0.025,0.02,0.0,0.02037617554858934,0.0
ASNSD1,0.10714285714285714,0.34054054054054056,0.09133709981167608,0.0,0.15,0.1,0.25,0.14106583072100312,0.07142857142857142
ALDH1A2,0.0,0.032432432432432434,0.027306967984934087,0.0,0.0,0.04,0.0,0.001567398119122257,0.0
ERG28,0.2857142857142857,0.3891891891891892,0.010357815442561206,0.125,0.0875,0.0,0.0,0.14106583072100312,0.07142857142857142
FKBP14,0.0,0.14054054054054055,0.017890772128060263,0.0,0.0,0.0,0.0,0.009404388714733543,0.07142857142857142
CTSA,0.5357142857142857,0.4702702702702703,0.71939736346516,0.125,0.1625,0.32,0.0,0.2115987460815047,0.2857142857142857
MIDN,0.10714285714285714,0.8,0.4143126177024482,0.25,0.1625,0.24,0.0,0.09404388714733543,0.21428571428571427
FAIM,0.10714285714285714,0.2918918918918919,0.018832391713747645,0.0,0.025,0.0,0.0,0.048589341692789965,0.07142857142857142
AC083798.2,0.0,0.07027027027027027,0.01977401129943503,0.0,0.0375,0.0,0.0,0.023510971786833857,0.07142857142857142
NRDC,0.32142857142857145,0.5351351351351351,0.3013182674199623,0.375,0.25,0.18,0.25,0.2335423197492163,0.2857142857142857
RIOK2,0.0,0.08108108108108109,0.051789077212806026,0.0,0.025,0.0,0.0,0.03134796238244514,0.07142857142857142
PACRGL,0.0,0.11351351351351352,0.011299435028248588,0.0,0.025,0.0,0.0,0.007836990595611285,0.0
SGPL1,0.0,0.5297297297297298,0.128060263653484,0.0,0.0625,0.04,0.0,0.032915360501567396,0.0
NOP2,0.03571428571428571,0.05405405405405406,0.04331450094161959,0.0,0.025,0.0,0.0,0.0768025078369906,0.07142857142857142
NDST2,0.03571428571428571,0.07027027027027027,0.08380414312617702,0.125,0.0125,0.08,0.25,0.03134796238244514,0.0
AP4M1,0.07142857142857142,0.16756756756756758,0.018832391713747645,0.125,0.0,0.0,0.0,0.03134796238244514,0.14285714285714285
MIR34AHG,0.0,0.11891891891891893,0.0160075329566855,0.0,0.0,0.04,0.0,0.001567398119122257,0.07142857142857142
ATP9B,0.0,0.08108108108108109,0.06308851224105462,0.125,0.0625,0.02,0.25,0.050156739811912224,0.07142857142857142
RIDA,0.10714285714285714,0.14054054054054055,0.02448210922787194,0.0,0.0125,0.0,0.0,0.029780564263322883,0.07142857142857142
CEACAM21,0.07142857142857142,0.0,0.011299435028248588,0.0,0.0625,0.0,0.0,0.045454545454545456,0.0
